sentence,aspect,sentiment
Giao bán hàng đúng nhưng lại không có bộ sạc pin theo máy,Shipping,positive
"Máy lag, giật, hay chậm liệt cảm ứng, phải reset lại máy, máy mỏng cảm giác cầm lắm không thích lắm.",Display,negative
Đóng gói sơ sài máy bị trầy pin hao pin khi sử dụng dữ liệu chăm sóc khách hàng thái độ khó chịu,Battery,negative
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb 10 ngày mới giao hàng quá chậm",Shipping,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: pin máy quá trâu, sạc nhanh 33w . Hiệu năng chơi game quá ổn. Máy này chụp hình không đẹp lắm nha",Camera,negative
"tính năng: tốt hoạt động bình thường, chức năng cảm biến vân tay không hoạt động chất lượng:nhìn bên ngoài tốt chất liệu:chính hãng ,không biết màn hình có xịn hay không nhưng cảm thấy mượt ,giá cả phù hợp với những người kính tế hạn hẹp nói chung giá rẻ ,tôi sợ với tầm giá",Display,positive
"Chất lượng kém. Hình thức đẹp nhưng bên trong dở. Camera chụp dìm hàng. Ảnh chụp thiếu sáng noise như mưa. Máy lag, giật cục khi lướt web. Đóng gói cẩu thả. Ship siêu chậm",Shipping,negative
"Đúng với mô tả: hmmmm 
Chất lượng sản phẩm: tốt
Lúc order thì hết màu tím, nên đành phải chọn màu đen. Ngủ dậy sáng hôm sau thì đã có hàng mới màu tím, nhắn tin hỏi cửa hàng có đổi không thì được báo là sẽ note cho bên kho để họ đổi lại đơn. Mà khi nhận vẫn là màu đen, cũng không có confirm trc đó là đổi thành công hay như nào. Tai nghe được tặng thì cũng không có gì đánh giá, có cũng được mà không có cũng chả sao, vì không kì vọng gì nhiều hàng tặng kèm. Còn lại điện thoại cũng tốt, mượt và giá rẻ. Phải tốn 1 chút thao tác để loại bỏ quảng cáo trên điện thoại tàu.",Price,positive
"Màu sắc: bạc 
Phân loại: nguyên seal không sạc đã nhận hàng: điện thoại xiaomi redmi note 10 je 4gb/64gb, chip snap 480,màn 90h - đúng mô tả. Hàng rẻ - chất lượng tốt luôn hàng ngon - bổ - rẻ nha mọi người!",Price,positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb giá trị tuyệt vời cho số tiền bỏ ra, khả năng sạc nhanh, giá trị tuyệt vời cho số tiền bỏ ra, bóng bẩy và thanh lịch, hiệu suất mượt mà,",Price,positive
"Đúng với mô tả: tuyệt vời 
Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tuyệt vời một con máy rất tuyệt,tốt nhất trong phân khúc 2-3 triệu máy chạy mượt camera tạm ổn",Performance,positive
Tôi chưa sử dụng đến các tính năng chơi game nặng nên chưa đánh giá được hiệu năng,Performance,neutral
"phone cu, màn hình đang tách khỏi điện thoại, mua được co may tuần no bi vay",Display,negative
"Đúng với mô tả: đúng như mô tả 
Tính năng nổi bật: giải trí 
Chất lượng sản phẩm: quá tuyệt vời giá rẻ mà rất ngon nha . Anh em nên mua nha",Price,positive
Mới mua lần đầu và trải nghiệm mua về mình chạy xe.,General,neutral
"Nhóm màu: xanh ngọc 
Dung lượng lưu trữ: 128gb hàng giao đúng hẹn, đã check các tính năng rất ổn. sản phẩm không 1 vết xước như hàng mới nhưng không có hộp. lưu ý nhỏ màu ngoài không giống ảnh, xanh nhạt hơn. mình mua điện thoại trên lazada ai cũng nói là liều nhưng không thấy thất vọng ở hiện tại. sau chưa biết chất lượng thế nào. cửa hàng tư vấn nhiệt tình.",Shop_Service,positive
chất lượng sản phẩm dễ xước hoàn thiện kém. đúng với mô tả đúng về kích thước nhưng chất liệu khác. tính năng nổi bật pin bị phồng sau 2 tuần. review sử dụng 2 tuần thấy pin phồng nhẹ máy nóng khi sạc. camera selfie nhòe ảnh thiếu chi tiết. đóng gói sơ sài ship lâu. liên hệ bảo hành mất thời gian thủ tục rườm rà,Shipping,negative
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: so với giá tạm ổn giao hàng hơi lâu, máy lướt hơi chậm không nhạy lắm",Price,neutral
"Đúng với mô tả: nguyên seal 
Chất lượng sản phẩm: như mô tả 
Tính năng nổi bật: mới ít hôm nữa khui seal xem ntn nhưng với giá này bảo hành 18 tháng tặng kèm tai nghe thì qá tốt rồi,",Price,positive
"Đúng với mô tả: đầy đủ phụ kiện như cường lực 3d 
Tính năng nổi bật: màn hình to đẹp, dung lượng bộ nhớ cao. 
Chất lượng sản phẩm: tốt, đầy đủ tính năng, khá mỏng. săn sale được giá quá tốt, vừa rẻ vừa đẹp 5* cho cửa hàng.",Display,positive
"Máy và trải nghiệm khá tốt nhưng máy đã thay màn nên cảm ứng khá chậm với màn bị bầm nhẹ, chiến game vẫn khá ngon với cửa hàng hỗ trợ nhiệt tình nên cho 4sao",Shop_Service,positive
"Đóng hàng quá hời hợt. Hộp móp méo, thủng nhẹ. Chăm sóc khách hàng trả lời vô cảm. Nhận hàng hộp bị biến dạng. Chăm sóc khách hàng bảo không sao. Giao hàng không gọi điện",Packaging,negative
Đúng với mô tả:không tặng quà giống như quảng cáo,General,negative
"Nhóm màu: đen 🔋 
Thời lượng pin: tốt 📸 
Chất lượng camera: tốt ⚡ 
Hiệu suất: tốt máy chính hãng, mua đợt sale rẻ quá chất lượng.",Performance,positive
"Tính năng nổi bật: mới mượt mà 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng điện thoại máy mới tin đẹp lắm mọi người ơi, mình ở long an đã mua bên cửa hàng cái này nữa là cái thứ 3 rồi, máy nào cũng tốt hết cửa hàng uy tín tin cậy sẽ giới thiệu bạn bè mua điện thoại bên cửa hàng nữa, cảm ơn cửa hàng đã gói hàng kỹ lưỡng và chế độ bảo hành tốt",Packaging,positive
"Chất lượng sản phẩm: thời lượng pin ở mức trung bình, phù hợp cho nhu cầu cơ bản.",Battery,neutral
Mình cần tìm hiểu thêm về các tính năng của phần mềm. Camera thì chưa chụp thử.,Camera,neutral
Màu sắc: màu ngẫu nhiên sản phẩm: lần đầu tiên mua máy trên cửa hàng nhận máy về ưng ý lắm máy còn mới sử dụng rất là tốt quan trọng là phù hợp với giá tiền mình bỏ ra mà chất lượng thì cũng rất là ưng ý mọi chức năng đều rất là tốt cửa hàng tư vấn nhiệt tình mình sẽ ủng hộ thêm lần sau nha tặng cửa hàng 5 sao chúc cửa hàng mua may bán đắt cảm ơn cửa hàng,Shop_Service,positive
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: màn hình, camera máy chính hãng, màn hình rất đẹp, sử dụng mượt, camera chụp ảnh đẹp trong tầm giá. mình săn sale được 3tr3, quá xứng đáng luôn 😁",Display,positive
"Nhóm màu: đen thương hiệu đáng tin cậy và đáng tin cậy,",General,positive
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb chất lượng máy ảnh ấn tượng, màn hình sống động, dung lượng lưu trữ cao,",Camera,positive
"Đúng với mô tả: tốt 
Chất lượng sản phẩm: máy sử dụng ổn , cửa hàng thay cụm cam không che băng dính vào bị dính sợi nilon vào trong cam nhé . Hỗ trợ khách hàng tệ nhé. Anh em mua hàng khuyến khích mua trực tiếp. 
Tính năng nổi bật: tạm",Camera,negative
"Nhóm màu: xanh tuổi thọ pin lâu dài, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",Camera,positive
sản phẩm đúng mô tả rất hài lòng tọi là pin không cầm lâu cho 4 sao,Battery,negative
Đóng gói không tốt máy bị xước pin hao pin camera selfie giả tạo,Packaging,negative
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 6gb+128gb cửa hàng giao hàng còn nguyên seal. Gói ghém cẩn thận. Máy chạy mượt mà.",Packaging,positive
camera trước thiếu nét pin tụt nhanh khi chụp ảnh đóng hàng dùng hộp cũ,Packaging,negative
"Nhóm màu: nhiều màu 
Dung lượng lưu trữ: 128gb máy đẹp thực sự, nhìn như mới luôn, mọi tính năng đều oke. Cửa hàng nhiệt tình 5 sao",Design,positive
Nhóm màu: màu đen hàng đẹp máy chất lượng ứng dụng chức năng đầy đủ nhân viên bên cửa hàng tư vấn cho mình rất nhiệt tình chúc cửa hàng bán đắt hàng nhé,Design,positive
"Chất lượng sản phẩm: kích ram ảo, 8 256 nhưng thực tế chỉ 4 128g , sử dụng giật lắc, không đáng mua",Performance,negative
"Chất lượng sản phẩm: hiệu năng và màn hình ở mức trung bình, không có khác biệt rõ rệt.",Performance,neutral
Hiệu năng nhận được tương đương.,Performance,neutral
Nhóm màu: màu hồng làm ăn bố náo. Đặt 1 màu gửi 1 màu,General,negative
Điện thoại đẹp dữ thiệt pin khỏe nhận sim nhanh cho tốt cửa hàng chăm sóc tốt giao hàng nhanh khá tốt nha,Shipping,positive
"Tốt tôi đã nhận được hang ,giao hàng nhanh đúng hẹn máy đẹp nhưng quay video và chụp ảnh mờ nhoè",Camera,negative
Hiện tại dịch vụ chăm sóc khách hàng hỗ trợ những kênh liên lạc nào?,Shop_Service,neutral
"Chất lượng sản phẩm: 5 sao 
Đúng với mô tả: đúng 
Tính năng nổi bật: đẹp là 1 lợi thế review luôn cho mọi người. 1. camera sau chụp ổn ban ngày. tối thì chưa thử vì không đam mê chụp lắm. 2. loa: nghe được. 3. cảm ứng: cái này xịn, hơi bất ngờ với giá 4 triệu 4. chơi game mượt. 5. pin so với quảng cáo 6000mah có vẻ hơi ảo, tuy nhiên chơi game mượt thì bù lại hao pin cũng có vẻ hợp lý. nên bật các chế độ tiết kiệm, bedtime buổi tối - nếu không để từ tối tới sáng để không mất 10% thì hơi 3 chấm.",Battery,negative
"Mặt kính dễ xước sai cấu hình âm thanh nhỏ,",General,negative
Chất lượng sản phẩm: mức giá niêm yết rõ ràng; thời gian giao hàng thực hiện theo lịch trình vận chuyển.,Price,neutral
Sử dụng thử mấy ngày ngày đầu cắm sạc chơi game bị loạn cảm ứng tới hôm nay đang chơi game thì tự sập nguôn pin vẫn còn 41%,General,negative
"Tổng bộ nhớ chỉ có 32g và chủ cửa hàng đã quảng cáo sai sự thật rằng nó có bộ nhớ 128g. Đây là hàng giả sau khi tải xuống một vài trò chơi, bộ nhớ đã đầy.",General,negative
"Đúng với mô tả: đúng như mô tả 
Chất lượng sản phẩm: sử dụng được 1 tuần thấy tốt 
Tính năng nổi bật: tuyệt rẻ hơn ở ngoài vài triệu",Price,positive
"hàng nguyên seal nhưng sử dụng safari hay bị lag, đơ máy nên khá thất vọng",Performance,negative
"Giao hàng chậm không thông báo, đóng gói sử dụng túi nhựa mỏng. Camera phóng to số kém chất lượng, pin không đạt chuẩn quảng cáo.",Camera,negative
Hàng chất lượng nhé phù hợp với giá tiền cửa hàng uy tính nha bà con an tâm mua nhé rất hài lòng với sản phẩm không có gì để phê bình nên mua,Price,positive
"Trả hàng vì máy lỗi không nhận tin nhắn sms nhưng lúc cửa hàng nhận hàng nhắn nhờ cửa hàng bấm xác nhận để được hoàn tiền sớm thì đang cần tiền nhưng cửa hàng không hỗ trợ. Trong khi đó mình đã đặt lại môtk chiếc mới ngay khi trả lại chiếc cũ. Quá thất vọng. Cũng thất vọng luôn với cách làm việc của shoppe,bỏ mặc ng sử dụng,với đơn hàng có giá trị lớn nhưng không hề có chính sách hỗ trợ gì rõ ràng. Mua hàng trên shoppe từ 2016 nhưng đây là trải nghiệm tồi tệ nhất minnf từng gặp.",Shop_Service,negative
Màu sắc: đen điện thoại dễ sử dụng .loa to .thích hợp với người già .giá rẻ .10 điểm cho cửa hàng,General,positive
"Pin 6000mah mà sài mau hết quá, màn thì tối thui, pin sử dụng nhiều thì ngày sạc 2 lần, pin 6000 thế thì quá tệ, màn thì ghi cấu hình cao mà thực tế thì khá tệ so với thông số cao.",Battery,negative
"Lỗi nhiều. Mô tả thiếu chính xác. Pin sạc chậm. Sạc đầy lâu, sử dụng nhanh hết. Hiệu năng không ổn định. Đóng gói không có hộp. Ship quá lâu. Chăm sóc khách hàng không hỗ trợ kỹ thuật",Battery,negative
Nhóm màu: màu đen sản phẩm: samsung j7 prime 32g lần đầu tiên mua máy trên cửa hàng nhận máy về ưng ý lắm máy còn mới sử dụng rất là tốt quan trọng là phù hợp với giá tiền mình bỏ ra mà chất lượng thì cũng rất là ưng ý mọi chức năng đều rất là tốt cửa hàng tư vấn nhiệt tình mình sẽ ủng hộ thêm lần sau nha tặng cửa hàng 5 sao chúc cửa hàng mua may bán đắt cảm ơn cửa hàng,Shop_Service,positive
"Giao hàng nhanh, cài đặt sẵn- về cài gmail account vào of sử dụng được ngay, hàng cũ tân trang nhìn khá mới.",Shipping,positive
Dùng để xem phim và nghe nhạc.,General,neutral
Không đúng hàng nhưng sài cũng tốt,General,positive
Hiệu năng xử lý ở mức cơ bản cho các ứng dụng thông thường.,Performance,neutral
"sản phẩm: sản phẩm giả mạo, hàng lỗi hoặc bị hư hỏng, sản phẩm không như mô tả, sản phẩm chất lượng kém là máy dựng, hàng giả/ nhái từ trung quốc thay linh kiện chứ không phải máy cũ qua sử dụng, nó như mâý chiếc iphone bán 2tr5. check imei sẽ ra mã điện thoại khác, sử dụng thời gian chừng vài tháng thế nào cũng đầy dung lượng hoặc giật lag đùng đùng haha dưới đây mình mua oppo reno4z mà check ra oppo a92s, tiền nào cùa nấy thôi mua nghe gọi cho vui",Design,negative
